symbol,timeframe,timestamp,open,high,low,close,volume,spread,complete
XAUUSDm,M15,2025-01-06T01:00:00Z,2631.22248,2631.51756,2631.00071,2631.26209,3043.00,0.20000,true
XAUUSDm,M15,2025-01-06T01:15:00Z,2631.26209,2631.51413,2631.04588,2631.24024,2376.00,0.20333,true
XAUUSDm,M15,2025-01-06T01:30:00Z,2631.24024,2631.47723,2631.04322,2631.23239,2709.00,0.20667,true
XAUUSDm,M15,2025-01-06T01:45:00Z,2631.23239,2631.50542,2631.05693,2631.30260,3042.00,0.18667,true
XAUUSDm,M15,2025-01-06T02:00:00Z,2631.30260,2631.66316,2631.13706,2631.48026,3375.00,0.21333,true
XAUUSDm,M15,2025-01-06T02:15:00Z,2631.48026,2631.91709,2631.31976,2631.74920,2708.00,0.19333,true
XAUUSDm,M15,2025-01-06T02:30:00Z,2631.74920,2632.21329,2631.58828,2632.05280,2541.00,0.19667,true
XAUUSDm,M15,2025-01-06T02:45:00Z,2632.05280,2632.47551,2631.88606,2632.31346,2874.00,0.20000,true
XAUUSDm,M15,2025-01-06T03:00:00Z,2632.31346,2632.63181,2632.13614,2632.45952,3207.00,0.20333,true
XAUUSDm,M15,2025-01-06T03:15:00Z,2632.45952,2632.66070,2632.24819,2632.45038,3040.00,0.20667,true
XAUUSDm,M15,2025-01-06T03:30:00Z,2632.45038,2632.64641,2632.07205,2632.29083,2373.00,0.18667,true
XAUUSDm,M15,2025-01-06T03:45:00Z,2632.29083,2632.50808,2631.62650,2632.02983,2706.00,0.21333,true
XAUUSDm,M15,2025-01-06T04:00:00Z,2632.02983,2632.26698,2631.49660,2631.74394,3039.00,0.19333,true
XAUUSDm,M15,2025-01-06T04:15:00Z,2631.74394,2631.99608,2631.25514,2631.51131,3372.00,0.19667,true
XAUUSDm,M15,2025-01-06T04:30:00Z,2631.51131,2631.77082,2631.12532,2631.38523,2705.00,0.20000,true
XAUUSDm,M15,2025-01-06T04:45:00Z,2631.38523,2631.64316,2631.10833,2631.37656,2538.00,0.20333,true
XAUUSDm,M15,2025-01-06T05:00:00Z,2631.37656,2631.68787,2631.12019,2631.45098,2871.00,0.20667,true
XAUUSDm,M15,2025-01-06T05:15:00Z,2631.45098,2631.75915,2631.20329,2631.54222,3204.00,0.18667,true
XAUUSDm,M15,2025-01-06T05:30:00Z,2631.54222,2631.77807,2631.30735,2631.57641,3037.00,0.21333,true
XAUUSDm,M15,2025-01-06T05:45:00Z,2631.57641,2631.76545,2631.29094,2631.49919,2370.00,0.19333,true
XAUUSDm,M15,2025-01-06T06:00:00Z,2631.49919,2631.67127,2631.10401,2631.29602,2703.00,0.19667,true
XAUUSDm,M15,2025-01-06T06:15:00Z,2631.29602,2631.45798,2630.82073,2630.99846,3036.00,0.20000,true
XAUUSDm,M15,2025-01-06T06:30:00Z,2630.99846,2631.15900,2630.50745,2630.67446,3369.00,0.20333,true
XAUUSDm,M15,2025-01-06T06:45:00Z,2630.67446,2630.84252,2630.24468,2630.40571,2702.00,0.20667,true
XAUUSDm,M15,2025-01-06T07:00:00Z,2630.40571,2630.58888,2630.09978,2630.26021,2535.00,0.18667,true
XAUUSDm,M15,2025-01-06T07:15:00Z,2630.26021,2630.48685,2630.08280,2630.26948,2868.00,0.21333,true
XAUUSDm,M15,2025-01-06T07:30:00Z,2630.26948,2630.65559,2630.10144,2630.41834,3201.00,0.19333,true
XAUUSDm,M15,2025-01-06T07:45:00Z,2630.41834,2630.90310,2630.16234,2630.65089,3034.00,0.19667,true
XAUUSDm,M15,2025-01-06T08:00:00Z,2630.65089,2631.15009,2630.45704,2630.89056,2367.00,0.20000,true
XAUUSDm,M15,2025-01-06T08:15:00Z,2630.89056,2631.32507,2630.68034,2631.06718,2700.00,0.20333,true
XAUUSDm,M15,2025-01-06T08:30:00Z,2631.06718,2631.38922,2630.84061,2631.14163,3033.00,0.20667,true
XAUUSDm,M15,2025-01-06T08:45:00Z,2631.14163,2631.52416,2630.87056,2631.11951,3366.00,0.18667,true
XAUUSDm,M15,2025-01-06T09:00:00Z,2631.11951,2631.34330,2630.79186,2631.04893,2699.00,0.21333,true
XAUUSDm,M15,2025-01-06T09:15:00Z,2631.04893,2631.25150,2630.74331,2631.00331,2532.00,0.19333,true
XAUUSDm,M15,2025-01-06T09:30:00Z,2631.00331,2631.22718,2630.74356,2631.05519,2865.00,0.19667,true
XAUUSDm,M15,2025-01-06T09:45:00Z,2631.05519,2631.41208,2630.79981,2631.25015,3198.00,0.20000,true
XAUUSDm,M15,2025-01-06T10:00:00Z,2631.25015,2631.75057,2631.00415,2631.59001,3031.00,0.20333,true
XAUUSDm,M15,2025-01-06T10:15:00Z,2631.59001,2632.19935,2631.35735,2632.03122,2364.00,0.20667,true
XAUUSDm,M15,2025-01-06T10:30:00Z,2632.03122,2632.68221,2631.81438,2632.49893,2697.00,0.18667,true
XAUUSDm,M15,2025-01-06T10:45:00Z,2632.49893,2633.11524,2632.29868,2632.91198,3030.00,0.21333,true
XAUUSDm,M15,2025-01-06T11:00:00Z,2632.91198,2633.43446,2632.72724,2633.21001,3363.00,0.19333,true
XAUUSDm,M15,2025-01-06T11:15:00Z,2633.21001,2633.61626,2633.03799,2633.37322,2696.00,0.19667,true
XAUUSDm,M15,2025-01-06T11:30:00Z,2633.37322,2633.68370,2633.20975,2633.42805,2529.00,0.20000,true
XAUUSDm,M15,2025-01-06T11:45:00Z,2633.42805,2633.69662,2633.12401,2633.43662,2862.00,0.20333,true
XAUUSDm,M15,2025-01-06T12:00:00Z,2633.43662,2633.72916,2633.27451,2633.47385,3195.00,0.20667,true
XAUUSDm,M15,2025-01-06T12:15:00Z,2633.47385,2633.84250,2633.30439,2633.60008,3028.00,0.18667,true
XAUUSDm,M15,2025-01-06T12:30:00Z,2633.60008,2634.06263,2633.41881,2633.83897,2361.00,0.21333,true
XAUUSDm,M15,2025-01-06T12:45:00Z,2633.83897,2634.37067,2633.64272,2634.16823,2694.00,0.19333,true
XAUUSDm,M15,2025-01-06T13:00:00Z,2634.16823,2634.70922,2633.95550,2634.52664,3027.00,0.19667,true
XAUUSDm,M15,2025-01-06T13:15:00Z,2634.52664,2635.01776,2634.29772,2634.83473,3360.00,0.20000,true
XAUUSDm,M15,2025-01-06T13:30:00Z,2634.83473,2635.18250,2634.59171,2635.02206,2693.00,0.20333,true
XAUUSDm,M15,2025-01-06T13:45:00Z,2635.02206,2635.22181,2634.76858,2635.05148,2526.00,0.20667,true
XAUUSDm,M15,2025-01-06T14:00:00Z,2635.05148,2635.21620,2634.67199,2634.93195,2859.00,0.18667,true
XAUUSDm,M15,2025-01-06T14:15:00Z,2634.93195,2635.10958,2634.45892,2634.71549,3192.00,0.21333,true
XAUUSDm,M15,2025-01-06T14:30:00Z,2634.71549,2634.91188,2634.23111,2634.47916,3025.00,0.19333,true
XAUUSDm,M15,2025-01-06T14:45:00Z,2634.47916,2634.69678,2634.06326,2634.29860,2358.00,0.19667,true
XAUUSDm,M15,2025-01-06T15:00:00Z,2634.29860,2634.53607,2634.00229,2634.22213,2691.00,0.20000,true
XAUUSDm,M15,2025-01-06T15:15:00Z,2634.22213,2634.51275,2634.00763,2634.25463,3024.00,0.20333,true
XAUUSDm,M15,2025-01-06T15:30:00Z,2634.25463,2634.61609,2633.98741,2634.35668,3357.00,0.20667,true
XAUUSDm,M15,2025-01-06T15:45:00Z,2634.35668,2634.71111,2634.17407,2634.45935,2690.00,0.18667,true
XAUUSDm,M15,2025-01-06T16:00:00Z,2634.45935,2634.73362,2634.28891,2634.48937,2523.00,0.21333,true
XAUUSDm,M15,2025-01-06T16:15:00Z,2634.48937,2634.71963,2634.23567,2634.39593,2856.00,0.19333,true
XAUUSDm,M15,2025-01-06T16:30:00Z,2634.39593,2634.60537,2634.00834,2634.16967,3189.00,0.19667,true
XAUUSDm,M15,2025-01-06T16:45:00Z,2634.16967,2634.35837,2633.67946,2633.84721,3022.00,0.20000,true
XAUUSDm,M15,2025-01-06T17:00:00Z,2633.84721,2634.01904,2633.32087,2633.49970,2355.00,0.20333,true
XAUUSDm,M15,2025-01-06T17:15:00Z,2633.49970,2633.66156,2633.01585,2633.20918,2688.00,0.20667,true
XAUUSDm,M15,2025-01-06T17:30:00Z,2633.20918,2633.38973,2632.83153,2633.04121,3021.00,0.18667,true
XAUUSDm,M15,2025-01-06T17:45:00Z,2633.04121,2633.20948,2632.78666,2633.02306,3354.00,0.21333,true
XAUUSDm,M15,2025-01-06T18:00:00Z,2633.02306,2633.33182,2632.79185,2633.13530,2687.00,0.19333,true
XAUUSDm,M15,2025-01-06T18:15:00Z,2633.13530,2633.53728,2632.89044,2633.31954,2520.00,0.19667,true
XAUUSDm,M15,2025-01-06T18:30:00Z,2633.31954,2633.73718,2633.06487,2633.49960,2853.00,0.20000,true
XAUUSDm,M15,2025-01-06T18:45:00Z,2633.49960,2633.86126,2633.24004,2633.60885,3186.00,0.20333,true
XAUUSDm,M15,2025-01-06T19:00:00Z,2633.60885,2633.88362,2633.34986,2633.61394,3019.00,0.20667,true
XAUUSDm,M15,2025-01-06T19:15:00Z,2633.61394,2633.87393,2633.28042,2633.52679,2352.00,0.18667,true
XAUUSDm,M15,2025-01-06T19:30:00Z,2633.52679,2633.78199,2633.06060,2633.40061,2685.00,0.21333,true
XAUUSDm,M15,2025-01-06T19:45:00Z,2633.40061,2633.64284,2633.09385,2633.31122,3018.00,0.19333,true
XAUUSDm,M15,2025-01-06T20:00:00Z,2633.31122,2633.53969,2633.09081,2633.33039,3351.00,0.19667,true
XAUUSDm,M15,2025-01-06T20:15:00Z,2633.33039,2633.68892,2633.13500,2633.50033,2684.00,0.20000,true
XAUUSDm,M15,2025-01-06T20:30:00Z,2633.50033,2633.99017,2633.31978,2633.81842,2517.00,0.20333,true
XAUUSDm,M15,2025-01-06T20:45:00Z,2633.81842,2634.39918,2633.64947,2634.23735,2850.00,0.20667,true
XAUUSDm,M15,2025-01-06T21:00:00Z,2634.23735,2634.84144,2634.07549,2634.68082,3183.00,0.18667,true
XAUUSDm,M15,2025-01-06T21:15:00Z,2634.68082,2635.23749,2634.52074,2635.06915,3016.00,0.21333,true
XAUUSDm,M15,2025-01-06T21:30:00Z,2635.06915,2635.52964,2634.90535,2635.34604,2349.00,0.19333,true
XAUUSDm,M15,2025-01-06T21:45:00Z,2635.34604,2635.70065,2635.17344,2635.49702,2682.00,0.19667,true
XAUUSDm,M15,2025-01-06T22:00:00Z,2635.49702,2635.84147,2635.22558,2635.42130,3015.00,0.20000,true
XAUUSDm,M15,2025-01-06T22:15:00Z,2635.42130,2635.65277,2635.10335,2635.31553,3348.00,0.20333,true
XAUUSDm,M15,2025-01-06T22:30:00Z,2635.31553,2635.56382,2635.02556,2635.25397,2681.00,0.20667,true
XAUUSDm,M15,2025-01-06T22:45:00Z,2635.25397,2635.55324,2635.01583,2635.29324,2514.00,0.18667,true
XAUUSDm,M15,2025-01-06T23:00:00Z,2635.29324,2635.70650,2635.04663,2635.45135,2847.00,0.21333,true
XAUUSDm,M15,2025-01-06T23:15:00Z,2635.45135,2635.94235,2635.19561,2635.70022,3180.00,0.19333,true
XAUUSDm,M15,2025-01-06T23:30:00Z,2635.70022,2636.19773,2635.27385,2635.97443,3013.00,0.19667,true
XAUUSDm,M15,2025-01-06T23:45:00Z,2635.97443,2636.39520,2635.71599,2636.19313,2346.00,0.20000,true
XAUUSDm,M15,2025-01-07T00:00:00Z,2636.19313,2636.46975,2635.94142,2636.28748,2679.00,0.20333,true
XAUUSDm,M15,2025-01-07T00:15:00Z,2636.28748,2636.46411,2635.99308,2636.22398,3012.00,0.20667,true
XAUUSDm,M15,2025-01-07T00:30:00Z,2636.22398,2636.38815,2635.80085,2636.01574,3345.00,0.18667,true
XAUUSDm,M15,2025-01-07T00:45:00Z,2636.01574,2636.17575,2635.51918,2635.71751,2678.00,0.21333,true
XAUUSDm,M15,2025-01-07T01:00:00Z,2635.71751,2635.88240,2635.22339,2635.40646,2511.00,0.19333,true
XAUUSDm,M15,2025-01-07T01:15:00Z,2635.40646,2635.58438,2634.98445,2635.15522,2844.00,0.19667,true
XAUUSDm,M15,2025-01-07T01:30:00Z,2635.15522,2635.35198,2634.84397,2635.00675,3177.00,0.20000,true
XAUUSDm,M15,2025-01-07T01:45:00Z,2635.00675,2635.22474,2634.79974,2634.95974,3010.00,0.20333,true
XAUUSDm,M15,2025-01-07T02:00:00Z,2634.95974,2635.21798,2634.79870,2634.96961,2343.00,0.20667,true
XAUUSDm,M15,2025-01-07T02:15:00Z,2634.96961,2635.23106,2634.79421,2634.96485,2676.00,0.18667,true
XAUUSDm,M15,2025-01-07T02:30:00Z,2634.96485,2635.36846,2634.68995,2634.87285,3009.00,0.21333,true
XAUUSDm,M15,2025-01-07T02:45:00Z,2634.87285,2635.13055,2634.44812,2634.64626,3342.00,0.19333,true
XAUUSDm,M15,2025-01-07T03:00:00Z,2634.64626,2634.89343,2634.06599,2634.28067,2675.00,0.19667,true
XAUUSDm,M15,2025-01-07T03:15:00Z,2634.28067,2634.51059,2633.29644,2633.81731,2508.00,0.20000,true
XAUUSDm,M15,2025-01-07T03:30:00Z,2633.81731,2634.02637,2633.08544,2633.32991,2841.00,0.20333,true
XAUUSDm,M15,2025-01-07T03:45:00Z,2633.32991,2633.51827,2632.64579,2632.90021,3174.00,0.20667,true
XAUUSDm,M15,2025-01-07T04:00:00Z,2632.90021,2633.07180,2632.33126,2632.59074,3007.00,0.18667,true
XAUUSDm,M15,2025-01-07T04:15:00Z,2632.59074,2632.75250,2632.16509,2632.42419,2340.00,0.21333,true
